Code Géographique;Région;Département;Libellé Géographique;Coordonnees;année;Naissances
59495;31;59;Recquignies;50.2766724838, 4.04841593336;2007;52
59496;31;59;Rejet-de-Beaulieu;50.0452957797, 3.63508660272;2012;6
59499;31;59;Rexpoëde;50.9353119359, 2.54496726178;2009;22
59501;31;59;Rieulay;50.3871460601, 3.2654482403;2007;8
59132;31;59;Carnières;50.1649512039, 3.34587128459;2012;16
59134;31;59;Cartignies;50.0779397385, 3.84271561148;2008;24
59139;31;59;Caudry;50.1187185043, 3.4192394153;2003;184
59139;31;59;Caudry;50.1187185043, 3.4192394153;2005;172
59151;31;59;Colleret;50.2598488269, 4.084768244;2004;21
59158;31;59;Coutiches;50.4501366141, 3.19335565357;2009;42
59161;31;59;Crèvecoeur-sur-l'Escaut;50.0727577904, 3.26867770233;2011;8
59164;31;59;Croix-Caluyau;50.152088377, 3.58548579583;2004;2
59168;31;59;Cysoing;50.5639123041, 3.21398704215;2003;48
59170;31;59;Dechy;50.3495940778, 3.1299861719;2005;61
59171;31;59;Dehéries;50.0505594446, 3.34352939122;2006;1
59174;31;59;Dimechaux;50.1970283505, 4.04666180439;2009;6
59179;31;59;Douchy-les-Mines;50.2994352925, 3.38947295524;2003;144
59180;31;59;Le Doulieu;50.6800093864, 2.69977444114;2009;13
59183;31;59;Dunkerque;51.0307229078, 2.33752414095;2008;846
59183;31;59;Dunkerque;51.0307229078, 2.33752414095;2006;884
59186;31;59;Eccles;50.1988413348, 4.09813341605;2011;0
59187;31;59;Éclaibes;50.1999798551, 3.93837593672;2010;3
59188;31;59;Écuélin;50.1924531151, 3.89604149257;2009;2
59188;31;59;Écuélin;50.1924531151, 3.89604149257;2004;3
59193;31;59;Emmerin;50.5908761975, 3.00549490357;2005;26
59194;31;59;Englefontaine;50.1933240477, 3.64157019307;2012;18
59196;31;59;Ennetières-en-Weppes;50.640484704, 2.93312247961;2011;13
59197;31;59;Ennevelin;50.5387195422, 3.12792567754;2004;28
59201;31;59;Erquinghem-le-Sec;50.6103293262, 2.93381789085;2004;12
59202;31;59;Erquinghem-Lys;50.6700847929, 2.84140786831;2004;60
59204;31;59;Escarmain;50.2236333668, 3.54874778179;2005;5
59208;31;59;Escobecques;50.6212631237, 2.93273720306;2007;1
59209;31;59;Esnes;50.0953832001, 3.30848102705;2004;8
59212;31;59;Estaires;50.654423304, 2.72156583757;2005;90
59213;31;59;Estourmel;50.1518286613, 3.32132515587;2007;5
59215;31;59;Estreux;50.3527239271, 3.60184515387;2008;9
59219;31;59;Estrun;50.2447242764, 3.29498867507;2009;14
59221;31;59;Famars;50.3123396289, 3.52179790977;2008;20
59038;31;59;Avesnes-le-Sec;50.2483988689, 3.37145460907;2004;16
59041;31;59;Bachant;50.2081006997, 3.8751600192;2013;27
59045;31;59;Baives;50.0673923236, 4.20393625141;2007;0
59046;31;59;Bambecque;50.9087831017, 2.56046766711;2004;15
59048;31;59;Bantigny;50.2342835957, 3.23612444557;2005;5
59050;31;59;Bas-Lieu;50.1443528184, 3.95104519087;2004;4
59051;31;59;La Bassée;50.5397647046, 2.80910290453;2007;101
59051;31;59;La Bassée;50.5397647046, 2.80910290453;2012;99
59053;31;59;Bavay;50.2936087618, 3.80308794658;2010;38
59056;31;59;Beaucamps-Ligny;50.6062622747, 2.9147903974;2005;17
59061;31;59;Beaurepaire-sur-Sambre;50.0605483796, 3.79605984174;2008;6
59061;31;59;Beaurepaire-sur-Sambre;50.0605483796, 3.79605984174;2004;4
59062;31;59;Beaurieux;50.1779588737, 4.13702062275;2009;2
59063;31;59;Beauvois-en-Cambrésis;50.1403335661, 3.38449590227;2010;27
59065;31;59;Bellignies;50.3225210245, 3.76276954523;2013;10
59076;31;59;Bettignies;50.3323628525, 3.9686190609;2005;1
59076;31;59;Bettignies;50.3323628525, 3.9686190609;2012;3
59081;31;59;Bévillers;50.158314463, 3.39072994469;2007;10
59082;31;59;Bierne;50.9713270565, 2.40211995661;2008;19
59083;31;59;Bissezeele;50.9131167962, 2.40661835313;2008;2
59083;31;59;Bissezeele;50.9131167962, 2.40661835313;2011;1
59086;31;59;Boeschepe;50.7989980219, 2.69937041713;2007;29
59086;31;59;Boeschepe;50.7989980219, 2.69937041713;2006;24
59089;31;59;Bollezeele;50.8652273621, 2.34136933381;2008;20
59089;31;59;Bollezeele;50.8652273621, 2.34136933381;2012;22
59090;31;59;Bondues;50.7096656233, 3.09529083038;2010;95
59094;31;59;Bourbourg;50.9424001702, 2.20355448436;2003;104
59094;31;59;Bourbourg;50.9424001702, 2.20355448436;2007;92
59096;31;59;Bourghelles;50.5637205192, 3.24739149692;2011;14
59099;31;59;Bousies;50.151363705, 3.61511089589;2004;25
59100;31;59;Bousignies;50.4302087604, 3.35488860191;2006;5
59101;31;59;Bousignies-sur-Roc;50.2638826677, 4.18728654005;2011;4
59105;31;59;Bouvignies;50.432750868, 3.23662350637;2013;18
59107;31;59;Bray-Dunes;51.0730436867, 2.52764870458;2011;46
59110;31;59;Brouckerque;50.9515630712, 2.28707334994;2006;17
59113;31;59;Bruille-lez-Marchiennes;50.3559112318, 3.24310396614;2013;15
59114;31;59;Bruille-Saint-Amand;50.4652689949, 3.50624365329;2007;16
59117;31;59;Bugnicourt;50.2910659273, 3.15468753018;2007;9
59117;31;59;Bugnicourt;50.2910659273, 3.15468753018;2012;16
59119;31;59;Buysscheure;50.806582613, 2.33507855755;2009;5
59119;31;59;Buysscheure;50.806582613, 2.33507855755;2006;3
59121;31;59;Cagnoncles;50.185423787, 3.31868765658;2011;5
59124;31;59;Camphin-en-Pévèle;50.5923766053, 3.25767476267;2004;17
59125;31;59;Cantaing-sur-Escaut;50.1451657481, 3.15708777258;2009;6
59126;31;59;Cantin;50.3097701017, 3.1238994061;2010;23
59128;31;59;Capinghem;50.6474745374, 2.96473852343;2006;17
59129;31;59;Cappelle-en-Pévèle;50.5045434166, 3.17433068381;2008;22
59135;31;59;Cassel;50.795681277, 2.49423243668;2008;28
59140;31;59;Caullery;50.0824546804, 3.37276572782;2003;5
59141;31;59;Cauroir;50.1720373952, 3.29914293305;2006;7
59148;31;59;Clairfayts;50.1564472386, 4.12464922424;2007;5
59151;31;59;Colleret;50.2598488269, 4.084768244;2011;19
59152;31;59;Comines;50.7497420422, 3.01679477405;2006;179
59155;31;59;Coudekerque-Branche;51.0179541343, 2.39580832593;2003;298
59159;31;59;Craywick;50.9726285741, 2.22142508421;2008;6
59162;31;59;Crochte;50.9238758959, 2.39595026667;2009;10
59164;31;59;Croix-Caluyau;50.152088377, 3.58548579583;2007;2
59165;31;59;Cuincy;50.3743818914, 3.03412629786;2006;77
59170;31;59;Dechy;50.3495940778, 3.1299861719;2007;63
59170;31;59;Dechy;50.3495940778, 3.1299861719;2006;63
59174;31;59;Dimechaux;50.1970283505, 4.04666180439;2004;3
59177;31;59;Dompierre-sur-Helpe;50.1420178536, 3.8595206672;2008;16
59178;31;59;Douai;50.3823195335, 3.09145683114;2007;672
59179;31;59;Douchy-les-Mines;50.2994352925, 3.38947295524;2013;186
59181;31;59;Dourlers;50.1745636905, 3.94546756925;2011;9
59183;31;59;Dunkerque;51.0307229078, 2.33752414095;2003;929
59185;31;59;Écaillon;50.3482315234, 3.21529635453;2010;31
59186;31;59;Eccles;50.1988413348, 4.09813341605;2006;0
59192;31;59;Émerchicourt;50.3117441641, 3.25561088678;2010;11
59192;31;59;Émerchicourt;50.3117441641, 3.25561088678;2013;10
59195;31;59;Englos;50.6262888459, 2.9579931684;2007;1
59199;31;59;Erchin;50.3168262116, 3.17348026694;2004;6
59202;31;59;Erquinghem-Lys;50.6700847929, 2.84140786831;2007;67
59203;31;59;Erre;50.3693524443, 3.31597211762;2009;22
59204;31;59;Escarmain;50.2236333668, 3.54874778179;2003;11
59205;31;59;Escaudain;50.3339160351, 3.34129451552;2010;127
59205;31;59;Escaudain;50.3339160351, 3.34129451552;2005;135
59206;31;59;Escaudoeuvres;50.1924313857, 3.27406978358;2003;40
59210;31;59;Esquelbecq;50.8902971553, 2.42902144416;2006;28
59211;31;59;Esquerchin;50.3859330394, 3.00649318201;2007;10
59212;31;59;Estaires;50.654423304, 2.72156583757;2003;89
59212;31;59;Estaires;50.654423304, 2.72156583757;2007;81
59213;31;59;Estourmel;50.1518286613, 3.32132515587;2005;1
59216;31;59;Eswars;50.2182439323, 3.26546336103;2006;5
59218;31;59;Étroeungt;50.0620601477, 3.94319652795;2006;25
59219;31;59;Estrun;50.2447242764, 3.29498867507;2007;14
59220;31;59;Faches-Thumesnil;50.593618421, 3.07229537426;2009;266
59220;31;59;Faches-Thumesnil;50.593618421, 3.07229537426;2007;240
59221;31;59;Famars;50.3123396289, 3.52179790977;2011;18
59364;31;59;Louvil;50.5567255467, 3.18952793321;2010;11
59364;31;59;Louvil;50.5567255467, 3.18952793321;2013;6
59381;31;59;Maresches;50.2940290785, 3.57606019881;2013;7
59383;31;59;Marly;50.3452442077, 3.55000999792;2008;165
59385;31;59;Marpent;50.2913562157, 4.07637705799;2004;42
59388;31;59;Marquillies;50.5507925122, 2.86815833452;2013;33
59388;31;59;Marquillies;50.5507925122, 2.86815833452;2006;31
59394;31;59;Maurois;50.0727158621, 3.4590777682;2008;8
59394;31;59;Maurois;50.0727158621, 3.4590777682;2009;6
59394;31;59;Maurois;50.0727158621, 3.4590777682;2007;5
59396;31;59;Mecquignies;50.2704309321, 3.80248207777;2006;13
59372;31;59;Malincourt;50.0351942091, 3.32471130413;2008;9
59375;31;59;Marchiennes;50.414280284, 3.26362216805;2008;55
59378;31;59;Marcq-en-Baroeul;50.6753348557, 3.10093583816;2013;498
59378;31;59;Marcq-en-Baroeul;50.6753348557, 3.10093583816;2006;479
59379;31;59;Marcq-en-Ostrevent;50.2876828642, 3.23484427567;2004;4
59382;31;59;Maretz;50.0450861132, 3.42038871212;2010;23
59382;31;59;Maretz;50.0450861132, 3.42038871212;2013;16
59389;31;59;Masnières;50.104659247, 3.20208772877;2011;42
59390;31;59;Masny;50.341241582, 3.19548470018;2012;59
59392;31;59;Maubeuge;50.283630719, 3.96328053037;2011;433
59393;31;59;Maulde;50.4952908946, 3.42538565597;2010;8
59394;31;59;Maurois;50.0727158621, 3.4590777682;2005;9
59397;31;59;Merckeghem;50.8699396008, 2.27783454706;2005;10
59403;31;59;Millonfosse;50.4291924594, 3.37701536636;2007;10
59410;31;59;Mons-en-Baroeul;50.6432478699, 3.1087677878;2008;415
59418;31;59;Mortagne-du-Nord;50.5001515803, 3.45327380801;2004;29
59421;31;59;Mouvaux;50.7041016348, 3.13593215066;2011;174
59421;31;59;Mouvaux;50.7041016348, 3.13593215066;2004;151
59423;31;59;Neuf-Berquin;50.6652328405, 2.66524376956;2010;16
59424;31;59;Neuf-Mesnil;50.2653663974, 3.90941211198;2011;23
59426;31;59;Neuville-en-Ferrain;50.7533162393, 3.15977251104;2007;94
59429;31;59;Neuville-sur-Escaut;50.2905014388, 3.35160622721;2009;34
59437;31;59;Noyelles-lès-Seclin;50.5729280386, 3.02238335303;2008;5
59440;31;59;Noyelles-sur-Selle;50.2786620955, 3.38194992576;2009;9
59440;31;59;Noyelles-sur-Selle;50.2786620955, 3.38194992576;2003;14
59442;31;59;Obrechies;50.2225324882, 4.03683646675;2010;3
59445;31;59;Ohain;50.0369176402, 4.12652703676;2009;10
59447;31;59;Onnaing;50.3867147723, 3.59668401083;2007;141
59448;31;59;Oost-Cappel;50.9297498837, 2.58933450299;2005;4
59449;31;59;Orchies;50.4684491037, 3.23890685351;2003;137
59450;31;59;Ors;50.1050821078, 3.6311053836;2010;8
59453;31;59;Oudezeele;50.8399999116, 2.51032290122;2006;11
59455;31;59;Paillencourt;50.2487376852, 3.26355890022;2005;13
59457;31;59;Pérenchies;50.6700813687, 2.96867396183;2003;133
59458;31;59;Péronne-en-Mélantois;50.56433015, 3.17149667698;2012;7
59459;31;59;Petite-Forêt;50.3747760096, 3.47594179576;2003;60
59464;31;59;Poix-du-Nord;50.185059973, 3.61684782607;2010;33
59468;31;59;Potelle;50.2386756413, 3.66509880886;2010;5
59475;31;59;Prouvy;50.3241135233, 3.45729001727;2005;29
59476;31;59;Proville;50.15582108, 3.20370328154;2009;32
59476;31;59;Proville;50.15582108, 3.20370328154;2006;28
59479;31;59;Quarouble;50.4035655109, 3.6270603909;2003;46
59483;31;59;Quiévelon;50.2350198423, 4.06805030291;2003;1
59484;31;59;Quiévrechain;50.3920521291, 3.65887590653;2003;72
59484;31;59;Quiévrechain;50.3920521291, 3.65887590653;2013;109
59488;31;59;Raillencourt-Sainte-Olle;50.1884274141, 3.17806914502;2009;20
59490;31;59;Rainsars;50.0704332931, 3.99772859383;2010;0
59495;31;59;Recquignies;50.2766724838, 4.04841593336;2006;32
59498;31;59;Reumont;50.0851954003, 3.47837512553;2011;3
59499;31;59;Rexpoëde;50.9353119359, 2.54496726178;2004;25
59504;31;59;Roeulx;50.3127229733, 3.32813430468;2008;57
59601;31;59;Trélon;50.0755155252, 4.12172301875;2012;32
59602;31;59;Tressin;50.6172932924, 3.18934892273;2012;29
59606;31;59;Valenciennes;50.3588666163, 3.51567664819;2004;642
59608;31;59;Vendegies-sur-Écaillon;50.2600667641, 3.50791948811;2004;14
59610;31;59;Verchain-Maugré;50.2661390084, 3.46320478499;2005;13
59617;31;59;Vieux-Mesnil;50.2599763963, 3.87105908253;2006;6
59618;31;59;Vieux-Reng;50.3213611397, 4.0463688859;2007;13
59619;31;59;Villereau;50.2478551697, 3.68060159072;2010;12
59620;31;59;Villers-au-Tertre;50.3020721089, 3.17587411198;2006;7
59624;31;59;Villers-Outréaux;50.0297720966, 3.29193521329;2006;29
59626;31;59;Villers-Pol;50.2889516363, 3.6151652439;2008;16
59626;31;59;Villers-Pol;50.2889516363, 3.6151652439;2009;12
59632;31;59;Wallers;50.3808461182, 3.39313610701;2013;80
59634;31;59;Wallon-Cappel;50.7278457083, 2.48249397523;2008;6
59635;31;59;Wambaix;50.1283412382, 3.30897119661;2007;2
59637;31;59;Wandignies-Hamage;50.3972962992, 3.32367136058;2012;19
59639;31;59;Wargnies-le-Grand;50.3079420993, 3.65866407405;2003;16
59642;31;59;Warlaing;50.4093268684, 3.32433906396;2006;6
59650;31;59;Wattrelos;50.7056367285, 3.21628221056;2011;553
59652;31;59;Wavrechain-sous-Faulx;50.270787775, 3.28212535821;2012;5
59654;31;59;Waziers;50.3842186333, 3.11188476067;2009;104
59655;31;59;Wemaers-Cappel;50.8152774849, 2.44143393834;2010;6
59655;31;59;Wemaers-Cappel;50.8152774849, 2.44143393834;2004;2
59661;31;59;Willies;50.1212728931, 4.10501451158;2010;5
59666;31;59;Zegerscappel;50.8833052086, 2.384587094;2012;21
59670;31;59;Don;50.5440489811, 2.91557809769;2006;20
59507;31;59;Ronchin;50.6044738955, 3.09168585537;2008;248
59507;31;59;Ronchin;50.6044738955, 3.09168585537;2007;272
59507;31;59;Ronchin;50.6044738955, 3.09168585537;2006;274
59511;31;59;Rosult;50.4521455969, 3.36243705958;2010;22
59516;31;59;Rubrouck;50.8331982321, 2.36252595858;2011;10
59517;31;59;Les Rues-des-Vignes;50.0758341626, 3.23349040866;2004;11
59523;31;59;Sainghin-en-Mélantois;50.5877332144, 3.16342165677;2010;26
59526;31;59;Saint-Amand-les-Eaux;50.4401000981, 3.44460708029;2009;207
59526;31;59;Saint-Amand-les-Eaux;50.4401000981, 3.44460708029;2010;254
59528;31;59;Saint-Aubert;50.2076147877, 3.41741294384;2013;28
59535;31;59;Saint-Jans-Cappel;50.7684241988, 2.72184821596;2005;17
59537;31;59;Saint-Martin-sur-Écaillon;50.2401464788, 3.51737991935;2004;5
59538;31;59;Saint-Momelin;50.8126413042, 2.24135657399;2007;6
59544;31;59;Saint-Saulve;50.3750172475, 3.56642418912;2011;132
59547;31;59;Saint-Vaast-en-Cambrésis;50.1944271461, 3.43509312626;2007;16
59548;31;59;Saint-Waast;50.3009046885, 3.74775611906;2004;7
59553;31;59;Santes;50.5909879066, 2.96114421951;2005;65
59555;31;59;Sars-Poteries;50.1616514836, 4.04379435649;2008;21
59556;31;59;Sassegnies;50.1790384849, 3.79850687638;2005;0
59557;31;59;Saultain;50.335080255, 3.58004167583;2009;36
59560;31;59;Seclin;50.5462914067, 3.03440410368;2012;199
59574;31;59;Somain;50.3598009687, 3.27519704161;2011;184
59576;31;59;Spycker;50.9751405786, 2.31360058844;2011;25
59075;31;59;Béthencourt;50.1426560397, 3.42342136756;2008;11
59078;31;59;Beugnies;50.1628708508, 3.99516722908;2008;7
59082;31;59;Bierne;50.9713270565, 2.40211995661;2013;16
59085;31;59;Blécourt;50.2175061105, 3.21286001901;2006;3
59086;31;59;Boeschepe;50.7989980219, 2.69937041713;2008;21
59092;31;59;Bouchain;50.2808463643, 3.3121651121;2010;42
59094;31;59;Bourbourg;50.9424001702, 2.20355448436;2008;104
59096;31;59;Bourghelles;50.5637205192, 3.24739149692;2012;20
59099;31;59;Bousies;50.151363705, 3.61511089589;2007;11
59100;31;59;Bousignies;50.4302087604, 3.35488860191;2003;4
59101;31;59;Bousignies-sur-Roc;50.2638826677, 4.18728654005;2005;2
59103;31;59;Boussières-sur-Sambre;50.2410266122, 3.8784480036;2008;5
59110;31;59;Brouckerque;50.9515630712, 2.28707334994;2008;17
59110;31;59;Brouckerque;50.9515630712, 2.28707334994;2012;14
59112;31;59;Bruay-sur-l'Escaut;50.3973093421, 3.53909152804;2008;207
59113;31;59;Bruille-lez-Marchiennes;50.3559112318, 3.24310396614;2011;18
59113;31;59;Bruille-lez-Marchiennes;50.3559112318, 3.24310396614;2007;23
59117;31;59;Bugnicourt;50.2910659273, 3.15468753018;2008;13
59123;31;59;Camphin-en-Carembault;50.5106436194, 2.99165906644;2006;13
59124;31;59;Camphin-en-Pévèle;50.5923766053, 3.25767476267;2009;26
59126;31;59;Cantin;50.3097701017, 3.1238994061;2009;22
59130;31;59;Cappelle-Brouck;50.8938368005, 2.22204306272;2004;10
59009;31;59;Villeneuve-d'Ascq;50.6324372393, 3.1535257221;2005;897
59010;31;59;Anneux;50.1570164384, 3.12505671113;2011;5
59011;31;59;Annoeullin;50.5265153703, 2.92753629479;2005;153
59018;31;59;Arnèke;50.8416889858, 2.41843292762;2009;16
59018;31;59;Arnèke;50.8416889858, 2.41843292762;2003;18
59022;31;59;Attiches;50.5138938279, 3.06223374765;2006;18
59027;31;59;Aubry-du-Hainaut;50.3759590091, 3.4522066329;2012;14
59035;31;59;Avesnelles;50.1056589526, 3.95096845588;2011;30
59131;31;59;Cappelle-la-Grande;50.9960740777, 2.37003367458;2003;100
59135;31;59;Cassel;50.795681277, 2.49423243668;2010;32
59135;31;59;Cassel;50.795681277, 2.49423243668;2007;32
59135;31;59;Cassel;50.795681277, 2.49423243668;2004;41
59136;31;59;Le Cateau-Cambrésis;50.0920093814, 3.53922472873;2005;93
59137;31;59;Catillon-sur-Sambre;50.0704090435, 3.64485751091;2004;10
59138;31;59;Cattenières;50.1329900452, 3.33660861697;2005;5
59140;31;59;Caullery;50.0824546804, 3.37276572782;2005;6
59142;31;59;Cerfontaine;50.2591419146, 4.02505740703;2009;7
59143;31;59;La Chapelle-d'Armentières;50.6659536434, 2.89558804665;2009;114
59144;31;59;Château-l'Abbaye;50.4858024683, 3.47414949128;2011;6
59145;31;59;Chemy;50.5317873736, 2.99537239927;2009;7
59145;31;59;Chemy;50.5317873736, 2.99537239927;2005;8
59147;31;59;Choisies;50.212677337, 4.04878255804;2012;0
59148;31;59;Clairfayts;50.1564472386, 4.12464922424;2009;2
59149;31;59;Clary;50.0684086956, 3.39589708434;2012;6
59154;31;59;Coudekerque-Village;50.9945680467, 2.42167016066;2013;8
59157;31;59;Cousolre;50.2372536419, 4.15308223751;2005;35
59159;31;59;Craywick;50.9726285741, 2.22142508421;2009;9
59165;31;59;Cuincy;50.3743818914, 3.03412629786;2007;96
59180;31;59;Le Doulieu;50.6800093864, 2.69977444114;2010;17
59180;31;59;Le Doulieu;50.6800093864, 2.69977444114;2012;9
59186;31;59;Eccles;50.1988413348, 4.09813341605;2005;0
59187;31;59;Éclaibes;50.1999798551, 3.93837593672;2012;2
59190;31;59;Élesmes;50.3048578036, 4.01140019092;2012;7
59191;31;59;Élincourt;50.0457660349, 3.37059499043;2007;5
59192;31;59;Émerchicourt;50.3117441641, 3.25561088678;2005;3
59193;31;59;Emmerin;50.5908761975, 3.00549490357;2007;42
59194;31;59;Englefontaine;50.1933240477, 3.64157019307;2003;11
59203;31;59;Erre;50.3693524443, 3.31597211762;2011;30
59204;31;59;Escarmain;50.2236333668, 3.54874778179;2008;2
59206;31;59;Escaudoeuvres;50.1924313857, 3.27406978358;2012;29
59207;31;59;Escautpont;50.4239013457, 3.5531225813;2012;57
59208;31;59;Escobecques;50.6212631237, 2.93273720306;2010;0
59211;31;59;Esquerchin;50.3859330394, 3.00649318201;2009;8
59216;31;59;Eswars;50.2182439323, 3.26546336103;2012;5
59217;31;59;Eth;50.3253571369, 3.66687653832;2004;2
59219;31;59;Estrun;50.2447242764, 3.29498867507;2004;4
59366;31;59;Lynde;50.7186012441, 2.43465079994;2005;10
59366;31;59;Lynde;50.7186012441, 2.43465079994;2012;5
59367;31;59;Lys-lez-Lannoy;50.6721775091, 3.2172382556;2011;179
59374;31;59;Marbaix;50.1280580168, 3.83650655237;2013;5
59377;31;59;Marcoing;50.1144749853, 3.17343200113;2011;20
59381;31;59;Maresches;50.2940290785, 3.57606019881;2008;12
59387;31;59;Marquette-en-Ostrevant;50.2921413356, 3.2707273524;2010;22
59387;31;59;Marquette-en-Ostrevant;50.2921413356, 3.2707273524;2006;19
59388;31;59;Marquillies;50.5507925122, 2.86815833452;2003;25
59389;31;59;Masnières;50.104659247, 3.20208772877;2003;36
59399;31;59;Merris;50.7178435961, 2.6572770613;2006;15
59401;31;59;Méteren;50.7479005121, 2.67634884839;2004;31
59403;31;59;Millonfosse;50.4291924594, 3.37701536636;2004;4
59405;31;59;Moeuvres;50.1602158423, 3.06781891746;2012;4
59406;31;59;Monceau-Saint-Waast;50.1717846537, 3.85726023625;2011;8
59407;31;59;Monchaux-sur-Écaillon;50.2838656974, 3.4581039292;2009;3
59408;31;59;Moncheaux;50.456566302, 3.08800670538;2011;10
59410;31;59;Mons-en-Baroeul;50.6432478699, 3.1087677878;2012;346
59411;31;59;Mons-en-Pévèle;50.4819644352, 3.10317921728;2012;23
59412;31;59;Montay;50.1222064074, 3.53460777852;2010;5
59415;31;59;Montrécourt;50.2256590135, 3.44600124957;2009;1
59415;31;59;Montrécourt;50.2256590135, 3.44600124957;2006;1
59416;31;59;Morbecque;50.6768934286, 2.53621614433;2006;29
59420;31;59;Moustier-en-Fagne;50.0917864543, 4.19598971428;2003;0
59430;31;59;Neuvilly;50.1349971919, 3.51024982301;2009;8
