Code Géographique;Région;Département;Libellé Géographique;Coordonnees;année;Naissances
59508;31;59;Roncq;50.747350697, 3.11815606165;2008;135
59508;31;59;Roncq;50.747350697, 3.11815606165;2009;158
59512;31;59;Roubaix;50.6879774811, 3.18258434623;2009;2209
59546;31;59;Saint-Sylvestre-Cappel;50.7757055306, 2.55012081181;2008;10
59546;31;59;Saint-Sylvestre-Cappel;50.7757055306, 2.55012081181;2006;16
59548;31;59;Saint-Waast;50.3009046885, 3.74775611906;2010;11
59552;31;59;Sancourt;50.2144498638, 3.19130962776;2011;3
59557;31;59;Saultain;50.335080255, 3.58004167583;2007;24
59558;31;59;Saulzoir;50.2425296454, 3.43939074526;2003;17
59559;31;59;Sebourg;50.3441268565, 3.64525979429;2013;17
59562;31;59;Sémeries;50.104983917, 3.98854238684;2012;5
59563;31;59;Semousies;50.1639637271, 3.96792099301;2010;6
59563;31;59;Semousies;50.1639637271, 3.96792099301;2007;1
59571;31;59;Solesmes;50.171784611, 3.51976547867;2011;57
59571;31;59;Solesmes;50.171784611, 3.51976547867;2006;60
59573;31;59;Solrinnes;50.2029200373, 4.0732007826;2008;1
59573;31;59;Solrinnes;50.2029200373, 4.0732007826;2010;2
59576;31;59;Spycker;50.9751405786, 2.31360058844;2006;16
59578;31;59;Steenbecque;50.6774388783, 2.48812239192;2008;19
59580;31;59;Steenvoorde;50.8214340622, 2.58556642469;2008;52
59580;31;59;Steenvoorde;50.8214340622, 2.58556642469;2013;35
59581;31;59;Steenwerck;50.6864176007, 2.76933714516;2008;42
59581;31;59;Steenwerck;50.6864176007, 2.76933714516;2007;37
59583;31;59;Taisnières-en-Thiérache;50.1455912411, 3.81152119353;2004;7
59585;31;59;Templemars;50.5706303055, 3.0593969462;2010;37
59587;31;59;Terdeghem;50.7976310827, 2.55518666354;2010;8
59588;31;59;Téteghem;51.0158652678, 2.45278368133;2013;65
59594;31;59;Thun-Saint-Amand;50.4847098079, 3.44835522897;2009;19
59221;31;59;Famars;50.3123396289, 3.52179790977;2012;17
59223;31;59;Le Favril;50.0938595271, 3.71988086994;2004;14
59232;31;59;La Flamengrie;50.3066443243, 3.72273889632;2006;5
59236;31;59;Flesquières;50.1238325838, 3.11938780816;2010;1
59237;31;59;Flêtre;50.758011537, 2.64096480956;2013;18
59240;31;59;Floursies;50.1863221041, 3.97166819813;2005;1
59242;31;59;Fontaine-au-Bois;50.1363749485, 3.64250579372;2004;8
59243;31;59;Fontaine-au-Pire;50.127252452, 3.36673958113;2009;14
59244;31;59;Fontaine-Notre-Dame;50.1686299394, 3.16830361827;2003;17
59247;31;59;Forest-sur-Marque;50.6330739631, 3.18918578659;2003;25
59247;31;59;Forest-sur-Marque;50.6330739631, 3.18918578659;2007;14
59248;31;59;Fort-Mardyck;;2005;44
59250;31;59;Fournes-en-Weppes;50.5917277363, 2.89362071865;2008;27
59250;31;59;Fournes-en-Weppes;50.5917277363, 2.89362071865;2010;30
59254;31;59;Fressain;50.2829594632, 3.19200167251;2012;9
59258;31;59;Genech;50.5285200565, 3.22237664062;2009;23
59259;31;59;Ghissignies;50.2277589853, 3.61633962969;2013;9
59260;31;59;Ghyvelde;51.0486014481, 2.51379722419;2003;25
59263;31;59;Goeulzin;50.3185089576, 3.09937496212;2007;9
59264;31;59;Gognies-Chaussée;50.3269897728, 3.94228730102;2004;4
59265;31;59;Gommegnies;50.2650047987, 3.70836085584;2007;28
59266;31;59;Gondecourt;50.5478874512, 2.98009724993;2009;36
59267;31;59;Gonnelieu;50.059740161, 3.15907798363;2011;3
59272;31;59;Grand-Fort-Philippe;50.9994095872, 2.10036684474;2011;68
59273;31;59;Gravelines;50.9975626638, 2.14413046485;2003;186
59273;31;59;Gravelines;50.9975626638, 2.14413046485;2010;152
59283;31;59;Hargnies;50.2577740991, 3.84173807004;2008;2
59286;31;59;Haubourdin;50.6044150332, 2.98727183184;2011;221
59293;31;59;Haverskerque;50.6403332971, 2.54677365157;2013;8
59302;31;59;Hérin;50.3588545059, 3.44801878538;2006;43
59306;31;59;Hestrud;50.2030928421, 4.13978408262;2003;3
59311;31;59;Honnechy;50.0677939071, 3.48120463527;2005;7
59314;31;59;Hornaing;50.3696239428, 3.33594044996;2011;60
59315;31;59;Houdain-lez-Bavay;50.3294305775, 3.78664727295;2010;9
59318;31;59;Houtkerque;50.8825678923, 2.58249154938;2007;12
59319;31;59;Hoymille;50.9727799567, 2.45547219579;2009;41
59321;31;59;Inchy;50.1219699248, 3.47168074868;2009;8
59322;31;59;Iwuy;50.233598422, 3.33623347454;2006;46
59323;31;59;Jenlain;50.3097021009, 3.63092596962;2008;10
59326;31;59;Killem;50.9575597067, 2.55978032528;2004;12
59328;31;59;Lambersart;50.6522053005, 3.02491174276;2009;387
59339;31;59;Leers;50.6813150077, 3.23964411032;2008;89
59344;31;59;Leval;50.180651266, 3.83355819928;2003;22
59348;31;59;Lieu-Saint-Amand;50.2722406252, 3.3493708028;2004;12
59348;31;59;Lieu-Saint-Amand;50.2722406252, 3.3493708028;2012;15
59349;31;59;Ligny-en-Cambrésis;50.1025067499, 3.37859262548;2006;21
59350;31;59;Lille;50.6317183168, 3.04783272312;2012;3616
59352;31;59;Linselles;50.7361350171, 3.0744786004;2011;81
59353;31;59;Locquignol;50.2033505573, 3.7334425782;2003;3
59354;31;59;Loffre;50.3537253099, 3.17227962058;2003;8
59356;31;59;Lompret;50.6631680443, 2.99516100327;2003;20
59357;31;59;La Longueville;50.2961357977, 3.87102048316;2006;24
59363;31;59;Louvignies-Quesnoy;50.2165903097, 3.64008191069;2013;7
59367;31;59;Lys-lez-Lannoy;50.6721775091, 3.2172382556;2003;201
59367;31;59;Lys-lez-Lannoy;50.6721775091, 3.2172382556;2006;228
59368;31;59;La Madeleine;50.6548883138, 3.06963722507;2011;350
59368;31;59;La Madeleine;50.6548883138, 3.06963722507;2004;347
59370;31;59;Mairieux;50.3136654011, 3.97327891565;2003;3
59372;31;59;Malincourt;50.0351942091, 3.32471130413;2010;12
59374;31;59;Marbaix;50.1280580168, 3.83650655237;2003;5
59375;31;59;Marchiennes;50.414280284, 3.26362216805;2011;73
59382;31;59;Maretz;50.0450861132, 3.42038871212;2008;21
59383;31;59;Marly;50.3452442077, 3.55000999792;2012;171
59392;31;59;Maubeuge;50.283630719, 3.96328053037;2005;467
59393;31;59;Maulde;50.4952908946, 3.42538565597;2007;7
59394;31;59;Maurois;50.0727158621, 3.4590777682;2010;5
59396;31;59;Mecquignies;50.2704309321, 3.80248207777;2013;9
59406;31;59;Monceau-Saint-Waast;50.1717846537, 3.85726023625;2008;8
59413;31;59;Montigny-en-Cambrésis;50.0910970595, 3.41429656763;2008;3
59415;31;59;Montrécourt;50.2256590135, 3.44600124957;2012;3
59420;31;59;Moustier-en-Fagne;50.0917864543, 4.19598971428;2008;1
59420;31;59;Moustier-en-Fagne;50.0917864543, 4.19598971428;2005;1
59423;31;59;Neuf-Berquin;50.6652328405, 2.66524376956;2005;20
59423;31;59;Neuf-Berquin;50.6652328405, 2.66524376956;2012;15
59424;31;59;Neuf-Mesnil;50.2653663974, 3.90941211198;2008;22
59587;31;59;Terdeghem;50.7976310827, 2.55518666354;2009;9
59588;31;59;Téteghem;51.0158652678, 2.45278368133;2009;65
59588;31;59;Téteghem;51.0158652678, 2.45278368133;2007;56
59588;31;59;Téteghem;51.0158652678, 2.45278368133;2012;59
59595;31;59;Thun-Saint-Martin;50.218482215, 3.30304020982;2013;6
59596;31;59;Tilloy-lez-Marchiennes;50.4251780134, 3.32276515057;2007;4
59596;31;59;Tilloy-lez-Marchiennes;50.4251780134, 3.32276515057;2013;5
59042;31;59;Bachy;50.5435916608, 3.26883958433;2003;8
59042;31;59;Bachy;50.5435916608, 3.26883958433;2013;15
59044;31;59;Baisieux;50.6111718868, 3.24121907398;2003;51
59045;31;59;Baives;50.0673923236, 4.20393625141;2004;1
59047;31;59;Banteux;50.0656630113, 3.18790046791;2004;8
59048;31;59;Bantigny;50.2342835957, 3.23612444557;2012;2
59050;31;59;Bas-Lieu;50.1443528184, 3.95104519087;2005;4
59053;31;59;Bavay;50.2936087618, 3.80308794658;2003;41
59064;31;59;Bellaing;50.3659312022, 3.42553238229;2009;10
59066;31;59;Bérelles;50.2136798325, 4.10541703727;2010;2
59070;31;59;Bermeries;50.2847571566, 3.74905320173;2011;7
59073;31;59;Berthen;50.7779383016, 2.6875622719;2007;7
59075;31;59;Béthencourt;50.1426560397, 3.42342136756;2013;13
59077;31;59;Bettrechies;50.3221407699, 3.74013412317;2003;2
59084;31;59;Blaringhem;50.6905234393, 2.409606447;2010;25
59085;31;59;Blécourt;50.2175061105, 3.21286001901;2009;4
59086;31;59;Boeschepe;50.7989980219, 2.69937041713;2004;32
59089;31;59;Bollezeele;50.8652273621, 2.34136933381;2009;23
59091;31;59;Borre;50.731528018, 2.58086143092;2010;7
59092;31;59;Bouchain;50.2808463643, 3.3121651121;2005;51
59094;31;59;Bourbourg;50.9424001702, 2.20355448436;2010;90
59097;31;59;Boursies;50.1408057238, 3.04441612391;2005;3
59103;31;59;Boussières-sur-Sambre;50.2410266122, 3.8784480036;2003;4
59105;31;59;Bouvignies;50.432750868, 3.23662350637;2004;12
59107;31;59;Bray-Dunes;51.0730436867, 2.52764870458;2004;57
59109;31;59;Brillon;50.4339939197, 3.33534225599;2011;4
59114;31;59;Bruille-Saint-Amand;50.4652689949, 3.50624365329;2011;23
59115;31;59;Brunémont;50.2745061343, 3.14482312096;2012;10
59122;31;59;Cambrai;50.1702775977, 3.24221021072;2003;459
59123;31;59;Camphin-en-Carembault;50.5106436194, 2.99165906644;2008;17
59127;31;59;Capelle;50.2401009671, 3.56039393735;2012;0
59001;31;59;Abancourt;50.2368696873, 3.20731301738;2011;10
59008;31;59;Aniche;50.330855319, 3.25574141604;2013;166
59012;31;59;Anor;49.9949415311, 4.11785622281;2008;51
59014;31;59;Anzin;50.3753643424, 3.51113183833;2010;251
59016;31;59;Armbouts-Cappel;50.981590247, 2.34855524915;2012;21
59017;31;59;Armentières;50.6913797537, 2.8797155328;2010;433
59017;31;59;Armentières;50.6913797537, 2.8797155328;2007;456
59021;31;59;Assevent;50.2884411784, 4.01973285077;2005;20
59024;31;59;Auberchicourt;50.3299785774, 3.22782402703;2011;55
59026;31;59;Aubigny-au-Bac;50.2659759447, 3.16874604317;2005;14
59028;31;59;Auby;50.4142959158, 3.06115822735;2008;107
59029;31;59;Auchy-lez-Orchies;50.480622996, 3.19519541331;2009;28
59029;31;59;Auchy-lez-Orchies;50.480622996, 3.19519541331;2005;22
59032;31;59;Aulnoy-lez-Valenciennes;50.3261545044, 3.53764264287;2007;82
59033;31;59;Aulnoye-Aymeries;50.2058749072, 3.83263118494;2004;105
59035;31;59;Avesnelles;50.1056589526, 3.95096845588;2006;31
59037;31;59;Avesnes-les-Aubert;50.1911782213, 3.37676857334;2005;53
59131;31;59;Cappelle-la-Grande;50.9960740777, 2.37003367458;2008;112
59131;31;59;Cappelle-la-Grande;50.9960740777, 2.37003367458;2011;96
59132;31;59;Carnières;50.1649512039, 3.34587128459;2011;15
59137;31;59;Catillon-sur-Sambre;50.0704090435, 3.64485751091;2013;9
59138;31;59;Cattenières;50.1329900452, 3.33660861697;2009;5
59140;31;59;Caullery;50.0824546804, 3.37276572782;2007;2
59140;31;59;Caullery;50.0824546804, 3.37276572782;2004;2
59140;31;59;Caullery;50.0824546804, 3.37276572782;2013;7
59151;31;59;Colleret;50.2598488269, 4.084768244;2007;20
59153;31;59;Condé-sur-l'Escaut;50.4678612037, 3.60589087978;2004;133
59155;31;59;Coudekerque-Branche;51.0179541343, 2.39580832593;2011;259
59156;31;59;Courchelettes;50.3421628278, 3.05975008268;2007;36
59163;31;59;Croix;50.6740689994, 3.15464041723;2011;313
59168;31;59;Cysoing;50.5639123041, 3.21398704215;2013;53
59169;31;59;Damousies;50.2195042293, 4.00850987305;2004;3
59170;31;59;Dechy;50.3495940778, 3.1299861719;2003;68
59170;31;59;Dechy;50.3495940778, 3.1299861719;2011;81
59170;31;59;Dechy;50.3495940778, 3.1299861719;2012;79
59172;31;59;Denain;50.3299660733, 3.3898623357;2007;419
59177;31;59;Dompierre-sur-Helpe;50.1420178536, 3.8595206672;2010;11
59178;31;59;Douai;50.3823195335, 3.09145683114;2008;636
59179;31;59;Douchy-les-Mines;50.2994352925, 3.38947295524;2007;141
59183;31;59;Dunkerque;51.0307229078, 2.33752414095;2009;886
59190;31;59;Élesmes;50.3048578036, 4.01140019092;2008;1
59194;31;59;Englefontaine;50.1933240477, 3.64157019307;2008;17
59197;31;59;Ennevelin;50.5387195422, 3.12792567754;2008;21
59199;31;59;Erchin;50.3168262116, 3.17348026694;2007;6
59200;31;59;Eringhem;50.889329927, 2.31351250902;2008;5
59201;31;59;Erquinghem-le-Sec;50.6103293262, 2.93381789085;2008;15
59201;31;59;Erquinghem-le-Sec;50.6103293262, 2.93381789085;2010;10
59204;31;59;Escarmain;50.2236333668, 3.54874778179;2009;4
59204;31;59;Escarmain;50.2236333668, 3.54874778179;2012;6
59205;31;59;Escaudain;50.3339160351, 3.34129451552;2009;139
59214;31;59;Estrées;50.2977355864, 3.07513052042;2005;10
59216;31;59;Eswars;50.2182439323, 3.26546336103;2003;3
59217;31;59;Eth;50.3253571369, 3.66687653832;2003;7
59221;31;59;Famars;50.3123396289, 3.52179790977;2005;23
59226;31;59;Felleries;50.1407847953, 4.05118081621;2009;15
59226;31;59;Felleries;50.1407847953, 4.05118081621;2007;21
59230;31;59;Ferrière-la-Grande;50.2456386476, 3.99089727257;2003;69
59242;31;59;Fontaine-au-Bois;50.1363749485, 3.64250579372;2005;10
59242;31;59;Fontaine-au-Bois;50.1363749485, 3.64250579372;2006;7
59246;31;59;Forest-en-Cambrésis;50.1406649942, 3.57049484282;2008;9
59246;31;59;Forest-en-Cambrésis;50.1406649942, 3.57049484282;2005;9
59249;31;59;Fourmies;50.006893732, 4.05775002509;2012;184
59641;31;59;Warhem;50.9770774555, 2.50331327056;2010;26
59646;31;59;Wasquehal;50.6750984751, 3.12858017096;2009;280
59646;31;59;Wasquehal;50.6750984751, 3.12858017096;2010;260
59646;31;59;Wasquehal;50.6750984751, 3.12858017096;2013;285
59652;31;59;Wavrechain-sous-Faulx;50.270787775, 3.28212535821;2007;5
59652;31;59;Wavrechain-sous-Faulx;50.270787775, 3.28212535821;2004;2
59654;31;59;Waziers;50.3842186333, 3.11188476067;2003;100
59654;31;59;Waziers;50.3842186333, 3.11188476067;2006;120
59656;31;59;Wervicq-Sud;50.7620461406, 3.05089776037;2004;63
59661;31;59;Willies;50.1212728931, 4.10501451158;2007;1
59662;31;59;Winnezeele;50.8503260936, 2.56373009721;2004;16
59665;31;59;Wylder;50.9111679301, 2.48735893081;2012;5
59667;31;59;Zermezeele;50.8321932353, 2.4589529897;2011;6
59670;31;59;Don;50.5440489811, 2.91557809769;2009;24
59411;31;59;Mons-en-Pévèle;50.4819644352, 3.10317921728;2013;23
59412;31;59;Montay;50.1222064074, 3.53460777852;2012;2
59415;31;59;Montrécourt;50.2256590135, 3.44600124957;2003;1
59424;31;59;Neuf-Mesnil;50.2653663974, 3.90941211198;2003;19
59428;31;59;Neuville-Saint-Rémy;50.1876980939, 3.21918185069;2006;46
59434;31;59;Nivelle;50.4681563003, 3.46013569739;2010;12
59436;31;59;Noordpeene;50.7945101601, 2.36741593689;2006;12
59445;31;59;Ohain;50.0369176402, 4.12652703676;2012;18
59450;31;59;Ors;50.1050821078, 3.6311053836;2011;9
59450;31;59;Ors;50.1050821078, 3.6311053836;2013;6
59456;31;59;Pecquencourt;50.3763502504, 3.21867627513;2011;90
59459;31;59;Petite-Forêt;50.3747760096, 3.47594179576;2004;61
59461;31;59;Petit-Fayt;50.1023567532, 3.82607936534;2008;1
59463;31;59;Pitgam;50.9299079429, 2.34010090191;2003;13
59464;31;59;Poix-du-Nord;50.185059973, 3.61684782607;2004;34
59469;31;59;Pradelles;50.7340517429, 2.60269224096;2009;4
59478;31;59;Quaëdypre;50.9381093158, 2.46047387712;2008;17
59482;31;59;Quesnoy-sur-Deûle;50.7129994523, 3.00861966929;2010;77
59482;31;59;Quesnoy-sur-Deûle;50.7129994523, 3.00861966929;2004;83
59483;31;59;Quiévelon;50.2350198423, 4.06805030291;2007;2
59488;31;59;Raillencourt-Sainte-Olle;50.1884274141, 3.17806914502;2013;19
59489;31;59;Raimbeaucourt;50.4363550078, 3.10277352628;2010;44
59489;31;59;Raimbeaucourt;50.4363550078, 3.10277352628;2005;35
59494;31;59;Raucourt-au-Bois;50.2067851455, 3.6560114776;2010;1
59497;31;59;Renescure;50.7357377095, 2.37835427066;2007;17
59499;31;59;Rexpoëde;50.9353119359, 2.54496726178;2010;33
59501;31;59;Rieulay;50.3871460601, 3.2654482403;2004;12
59506;31;59;Romeries;50.1972863068, 3.54305484338;2008;10
59509;31;59;Roost-Warendin;50.4147869735, 3.10349816509;2010;75
59511;31;59;Rosult;50.4521455969, 3.36243705958;2005;21
59511;31;59;Rosult;50.4521455969, 3.36243705958;2013;18
59511;31;59;Rosult;50.4521455969, 3.36243705958;2006;35
59512;31;59;Roubaix;50.6879774811, 3.18258434623;2003;1953
59513;31;59;Roucourt;50.3279013406, 3.14688211688;2007;5
59514;31;59;Rousies;50.2712617008, 3.99972723492;2009;56
59516;31;59;Rubrouck;50.8331982321, 2.36252595858;2013;15
59518;31;59;Ruesnes;50.2634217469, 3.5818116421;2009;4
59518;31;59;Ruesnes;50.2634217469, 3.5818116421;2004;5
59518;31;59;Ruesnes;50.2634217469, 3.5818116421;2013;1
59520;31;59;Rumilly-en-Cambrésis;50.1304621675, 3.22848231666;2007;16
59522;31;59;Sailly-lez-Lannoy;50.6460432884, 3.22762243791;2011;18
59527;31;59;Saint-André-lez-Lille;50.6597692969, 3.04609387889;2008;171
59527;31;59;Saint-André-lez-Lille;50.6597692969, 3.04609387889;2009;152
59529;31;59;Saint-Aubin;50.1709642642, 3.91201093007;2008;6
59531;31;59;Saint-Benin;50.0760031859, 3.5318789033;2009;5
59533;31;59;Saint-Hilaire-lez-Cambrai;50.1812812123, 3.4168912736;2006;29
59536;31;59;Sainte-Marie-Cappel;50.780208006, 2.51589636551;2009;9
59537;31;59;Saint-Martin-sur-Écaillon;50.2401464788, 3.51737991935;2008;9
59538;31;59;Saint-Momelin;50.8126413042, 2.24135657399;2009;3
59540;31;59;Saint-Pol-sur-Mer;;2013;
59545;31;59;Saint-Souplet;50.0531218076, 3.51585525327;2004;17
59553;31;59;Santes;50.5909879066, 2.96114421951;2008;88
59556;31;59;Sassegnies;50.1790384849, 3.79850687638;2004;3
59557;31;59;Saultain;50.335080255, 3.58004167583;2013;30
59560;31;59;Seclin;50.5462914067, 3.03440410368;2004;172
59562;31;59;Sémeries;50.104983917, 3.98854238684;2006;5
59564;31;59;La Sentinelle;50.3486299909, 3.47455507349;2007;50
59565;31;59;Sepmeries;50.2772551517, 3.56080213817;2012;13
59568;31;59;Sercus;50.7083527622, 2.45193657383;2003;6
59571;31;59;Solesmes;50.171784611, 3.51976547867;2012;61
59573;31;59;Solrinnes;50.2029200373, 4.0732007826;2003;2
59573;31;59;Solrinnes;50.2029200373, 4.0732007826;2011;4
59574;31;59;Somain;50.3598009687, 3.27519704161;2005;181
59576;31;59;Spycker;50.9751405786, 2.31360058844;2005;26
59577;31;59;Staple;50.7522593819, 2.44870670166;2005;14
59578;31;59;Steenbecque;50.6774388783, 2.48812239192;2013;24
59585;31;59;Templemars;50.5706303055, 3.0593969462;2007;31
59587;31;59;Terdeghem;50.7976310827, 2.55518666354;2007;7
59588;31;59;Téteghem;51.0158652678, 2.45278368133;2005;93
59595;31;59;Thun-Saint-Martin;50.218482215, 3.30304020982;2003;7
59222;31;59;Faumont;50.4531008477, 3.13526855992;2012;23
59225;31;59;Feignies;50.2944744456, 3.90909278075;2011;89
59226;31;59;Felleries;50.1407847953, 4.05118081621;2004;11
59231;31;59;Ferrière-la-Petite;50.2403988666, 4.02739766598;2009;11
59232;31;59;La Flamengrie;50.3066443243, 3.72273889632;2003;6
59241;31;59;Floyon;50.0412036226, 3.88418001471;2006;4
59242;31;59;Fontaine-au-Bois;50.1363749485, 3.64250579372;2012;10
59247;31;59;Forest-sur-Marque;50.6330739631, 3.18918578659;2009;14
59251;31;59;Frasnoy;50.2750060846, 3.66453718802;2013;1
59252;31;59;Frelinghien;50.703109663, 2.95178380263;2012;26
59255;31;59;Fressies;50.2494910786, 3.18888373782;2013;4
59257;31;59;Fromelles;50.6109686203, 2.85464946616;2003;7
59262;31;59;Godewaersvelde;50.7950511501, 2.6455520339;2009;20
59263;31;59;Goeulzin;50.3185089576, 3.09937496212;2003;13
59269;31;59;Gouzeaucourt;50.0555182827, 3.11588275361;2010;18
59280;31;59;Hamel;50.2819824197, 3.06850591061;2013;3
59521;31;59;Sailly-lez-Cambrai;50.1992760236, 3.17933507614;2007;3
59523;31;59;Sainghin-en-Mélantois;50.5877332144, 3.16342165677;2013;28
59524;31;59;Sainghin-en-Weppes;50.5583359872, 2.89740255201;2007;60
59530;31;59;Saint-Aybert;50.4513178883, 3.64979329449;2004;2
59534;31;59;Saint-Hilaire-sur-Helpe;50.1366870157, 3.90004713488;2004;5
59535;31;59;Saint-Jans-Cappel;50.7684241988, 2.72184821596;2007;15
59537;31;59;Saint-Martin-sur-Écaillon;50.2401464788, 3.51737991935;2003;7
59537;31;59;Saint-Martin-sur-Écaillon;50.2401464788, 3.51737991935;2005;7
59538;31;59;Saint-Momelin;50.8126413042, 2.24135657399;2010;6
59539;31;59;Saint-Pierre-Brouck;50.8950694199, 2.19025685455;2006;13
59544;31;59;Saint-Saulve;50.3750172475, 3.56642418912;2003;132
59559;31;59;Sebourg;50.3441268565, 3.64525979429;2008;20
59559;31;59;Sebourg;50.3441268565, 3.64525979429;2012;34
59560;31;59;Seclin;50.5462914067, 3.03440410368;2013;167
59565;31;59;Sepmeries;50.2772551517, 3.56080213817;2009;5
59566;31;59;Sequedin;50.6248188486, 2.98254300781;2006;40
59568;31;59;Sercus;50.7083527622, 2.45193657383;2009;7
59569;31;59;Sin-le-Noble;50.3677512577, 3.12071297192;2007;282
59570;31;59;Socx;50.9358655303, 2.42417743396;2003;11
59574;31;59;Somain;50.3598009687, 3.27519704161;2006;169
59578;31;59;Steenbecque;50.6774388783, 2.48812239192;2006;19
59579;31;59;Steene;50.9531939911, 2.37222398651;2008;19
59580;31;59;Steenvoorde;50.8214340622, 2.58556642469;2011;58
59582;31;59;Strazeele;50.7237136693, 2.61971858959;2011;20
59584;31;59;Taisnières-sur-Hon;50.3215475622, 3.85119216193;2012;5
59585;31;59;Templemars;50.5706303055, 3.0593969462;2013;29
59587;31;59;Terdeghem;50.7976310827, 2.55518666354;2004;5
59589;31;59;Thiant;50.2978015553, 3.43898383487;2009;24
59590;31;59;Thiennes;50.6509078196, 2.47577776887;2008;12
59590;31;59;Thiennes;50.6509078196, 2.47577776887;2004;14
59591;31;59;Thivencelle;50.4459598369, 3.62768756311;2009;9
59222;31;59;Faumont;50.4531008477, 3.13526855992;2011;19
59224;31;59;Féchain;50.268615561, 3.212900112;2011;24
59224;31;59;Féchain;50.268615561, 3.212900112;2012;16
59225;31;59;Feignies;50.2944744456, 3.90909278075;2007;101
59229;31;59;Féron;50.0482056585, 4.01906957461;2009;9
59229;31;59;Féron;50.0482056585, 4.01906957461;2013;5
59237;31;59;Flêtre;50.758011537, 2.64096480956;2003;11
59238;31;59;Flines-lès-Mortagne;50.5128551387, 3.48452339444;2009;14
59238;31;59;Flines-lès-Mortagne;50.5128551387, 3.48452339444;2004;12
59240;31;59;Floursies;50.1863221041, 3.97166819813;2009;3
59248;31;59;Fort-Mardyck;;2004;40
59251;31;59;Frasnoy;50.2750060846, 3.66453718802;2006;5
59253;31;59;Fresnes-sur-Escaut;50.432489562, 3.57931049864;2008;114
59254;31;59;Fressain;50.2829594632, 3.19200167251;2008;14
59257;31;59;Fromelles;50.6109686203, 2.85464946616;2013;6
59258;31;59;Genech;50.5285200565, 3.22237664062;2003;30
59260;31;59;Ghyvelde;51.0486014481, 2.51379722419;2012;35
59262;31;59;Godewaersvelde;50.7950511501, 2.6455520339;2003;12
59274;31;59;La Groise;50.0763719216, 3.6815589114;2008;6
59274;31;59;La Groise;50.0763719216, 3.6815589114;2010;9
59274;31;59;La Groise;50.0763719216, 3.6815589114;2007;7
59274;31;59;La Groise;50.0763719216, 3.6815589114;2013;13
59278;31;59;Hallennes-lez-Haubourdin;50.6120409794, 2.95454404454;2011;38
59282;31;59;Hardifort;50.8187124794, 2.48138038993;2011;3
59284;31;59;Hasnon;50.4127809249, 3.38752842826;2009;68
59286;31;59;Haubourdin;50.6044150332, 2.98727183184;2006;251
59288;31;59;Haulchin;50.3133069663, 3.42273486523;2003;33
59291;31;59;Hautmont;50.2478507103, 3.91948913803;2007;202
59296;31;59;Hecq;50.1795272818, 3.65140738395;2012;3
59299;31;59;Hem;50.6548049456, 3.19305632608;2004;236
59300;31;59;Hem-Lenglet;50.2528760846, 3.22719072906;2007;7
59308;31;59;Hondeghem;50.7552272301, 2.5153551845;2009;10
59311;31;59;Honnechy;50.0677939071, 3.48120463527;2004;12
59311;31;59;Honnechy;50.0677939071, 3.48120463527;2013;10
59322;31;59;Iwuy;50.233598422, 3.33623347454;2008;52
59327;31;59;Lallaing;50.3864016974, 3.16880269409;2009;93
59330;31;59;Landas;50.4726958028, 3.29518086014;2010;25
59338;31;59;Ledringhem;50.862026516, 2.44478876781;2007;9
59345;31;59;Lewarde;50.3367323265, 3.16865198714;2005;37
59345;31;59;Lewarde;50.3367323265, 3.16865198714;2006;35
59347;31;59;Liessies;50.1049349578, 4.07726257108;2011;9
59347;31;59;Liessies;50.1049349578, 4.07726257108;2007;7
59350;31;59;Lille;50.6317183168, 3.04783272312;2007;3646
59354;31;59;Loffre;50.3537253099, 3.17227962058;2004;8
59359;31;59;Loon-Plage;51.0012144614, 2.22304802432;2011;74
59364;31;59;Louvil;50.5567255467, 3.18952793321;2009;5
59364;31;59;Louvil;50.5567255467, 3.18952793321;2011;7
59367;31;59;Lys-lez-Lannoy;50.6721775091, 3.2172382556;2012;196
59375;31;59;Marchiennes;50.414280284, 3.26362216805;2007;62
59377;31;59;Marcoing;50.1144749853, 3.17343200113;2013;23
59379;31;59;Marcq-en-Ostrevent;50.2876828642, 3.23484427567;2008;5
59379;31;59;Marcq-en-Ostrevent;50.2876828642, 3.23484427567;2012;7
59384;31;59;Maroilles;50.1319269189, 3.75814901282;2007;13
59387;31;59;Marquette-en-Ostrevant;50.2921413356, 3.2707273524;2004;22
59397;31;59;Merckeghem;50.8699396008, 2.27783454706;2010;6
59407;31;59;Monchaux-sur-Écaillon;50.2838656974, 3.4581039292;2003;8
59085;31;59;Blécourt;50.2175061105, 3.21286001901;2004;4
59089;31;59;Bollezeele;50.8652273621, 2.34136933381;2013;22
59091;31;59;Borre;50.731528018, 2.58086143092;2009;10
59096;31;59;Bourghelles;50.5637205192, 3.24739149692;2006;13
59097;31;59;Boursies;50.1408057238, 3.04441612391;2012;5
59101;31;59;Bousignies-sur-Roc;50.2638826677, 4.18728654005;2008;1
59102;31;59;Boussières-en-Cambrésis;50.1638275467, 3.37224279409;2004;7
59105;31;59;Bouvignies;50.432750868, 3.23662350637;2010;16
59106;31;59;Bouvines;50.5822303153, 3.19348904281;2008;7
59106;31;59;Bouvines;50.5822303153, 3.19348904281;2004;5
59106;31;59;Bouvines;50.5822303153, 3.19348904281;2006;5
59113;31;59;Bruille-lez-Marchiennes;50.3559112318, 3.24310396614;2012;16
59114;31;59;Bruille-Saint-Amand;50.4652689949, 3.50624365329;2005;18
